,week,state,state_name,disease,cases,incidence_per_capita,LastDayWeek,MonthMax,Year,MonthName,t_avg,tavg_anomaly
38,196601,KY,kentucky,MEASLES,68,2.16,1966-01-01,1,1966,January,28.2434,0.244
39,196601,KY,kentucky,RUBELLA,14,0.44,1966-01-01,1,1966,January,28.2434,0.244
40,196601,LA,louisiana,HEPATITIS A,1,0.03,1966-01-01,1,1966,January,45.0914,0.194
41,196601,LA,louisiana,MEASLES,1,0.03,1966-01-01,1,1966,January,45.0914,0.194
42,196601,MA,massachusetts,HEPATITIS A,10,0.18,1966-01-01,1,1966,January,23.3816,0.411
43,196601,MA,massachusetts,MEASLES,6,0.11,1966-01-01,1,1966,January,23.3816,0.411
44,196601,MA,massachusetts,RUBELLA,10,0.18,1966-01-01,1,1966,January,23.3816,0.411
45,196601,MD,maryland,HEPATITIS A,9,0.24,1966-01-01,1,1966,January,30.0254,0.312
46,196601,MD,maryland,MEASLES,57,1.54,1966-01-01,1,1966,January,30.0254,0.312
47,196601,MD,maryland,RUBELLA,6,0.16,1966-01-01,1,1966,January,30.0254,0.312
48,196601,ME,maine,HEPATITIS A,6,0.6,1966-01-01,1,1966,January,17.9024,0.3
49,196601,ME,maine,MEASLES,7,0.7,1966-01-01,1,1966,January,17.9024,0.3
50,196601,ME,maine,RUBELLA,4,0.4,1966-01-01,1,1966,January,17.9024,0.3
51,196601,MI,michigan,HEPATITIS A,84,0.99,1966-01-01,1,1966,January,15.9098,0.216
52,196601,MI,michigan,MEASLES,196,2.3,1966-01-01,1,1966,January,15.9098,0.216
53,196601,MI,michigan,RUBELLA,25,0.29,1966-01-01,1,1966,January,15.9098,0.216
54,196601,MN,minnesota,HEPATITIS A,3,0.08,1966-01-01,1,1966,January,-2.011,0.26
55,196601,MN,minnesota,MEASLES,65,1.8,1966-01-01,1,1966,January,-2.011,0.26
56,196601,MN,minnesota,RUBELLA,2,0.06,1966-01-01,1,1966,January,-2.011,0.26
57,196601,MO,missouri,HEPATITIS A,5,0.11,1966-01-01,1,1966,January,25.7504,0.185
58,196601,MO,missouri,MEASLES,11,0.24,1966-01-01,1,1966,January,25.7504,0.185
59,196601,MO,missouri,RUBELLA,1,0.02,1966-01-01,1,1966,January,25.7504,0.185
60,196601,MS,mississippi,HEPATITIS A,1,0.04,1966-01-01,1,1966,January,40.9136,0.226
61,196601,MS,mississippi,MEASLES,17,0.76,1966-01-01,1,1966,January,40.9136,0.226
62,196601,MT,montana,HEPATITIS A,2,0.28,1966-01-01,1,1966,January,12.2702,0.355
63,196601,MT,montana,MEASLES,32,4.53,1966-01-01,1,1966,January,12.2702,0.355
64,196601,MT,montana,RUBELLA,11,1.56,1966-01-01,1,1966,January,12.2702,0.355
65,196601,NC,north carolina,HEPATITIS A,8,0.16,1966-01-01,1,1966,January,36.1292,0.257
66,196601,NC,north carolina,MEASLES,10,0.2,1966-01-01,1,1966,January,36.1292,0.257
67,196601,ND,north dakota,HEPATITIS A,1,0.15,1966-01-01,1,1966,January,-4.99,0.255
68,196601,ND,north dakota,MEASLES,35,5.41,1966-01-01,1,1966,January,-4.99,0.255
69,196601,ND,north dakota,RUBELLA,7,1.08,1966-01-01,1,1966,January,-4.99,0.255
70,196601,NH,new hampshire,HEPATITIS A,3,0.44,1966-01-01,1,1966,January,18.194,0.353
71,196601,NH,new hampshire,MEASLES,1,0.15,1966-01-01,1,1966,January,18.194,0.353
72,196601,NH,new hampshire,RUBELLA,9,1.32,1966-01-01,1,1966,January,18.194,0.353
73,196601,NJ,new jersey,HEPATITIS A,21,0.31,1966-01-01,1,1966,January,28.0256,0.319
74,196601,NJ,new jersey,MEASLES,190,2.77,1966-01-01,1,1966,January,28.0256,0.319
75,196601,NM,new mexico,HEPATITIS A,13,1.29,1966-01-01,1,1966,January,29.6906,0.24
76,196601,NM,new mexico,MEASLES,2,0.2,1966-01-01,1,1966,January,29.6906,0.24
77,196601,NV,nevada,HEPATITIS A,3,0.67,1966-01-01,1,1966,January,28.3892,0.368
78,196601,NV,nevada,MEASLES,4,0.9,1966-01-01,1,1966,January,28.3892,0.368
79,196601,OH,ohio,HEPATITIS A,40,0.39,1966-01-01,1,1966,January,23.1782,0.225
80,196601,OH,ohio,MEASLES,119,1.15,1966-01-01,1,1966,January,23.1782,0.225
81,196601,OH,ohio,POLIO,1,0.01,1966-01-01,1,1966,January,23.1782,0.225
82,196601,OR,oregon,HEPATITIS A,14,0.71,1966-01-01,1,1966,January,32.4176,0.382
83,196601,OR,oregon,MEASLES,34,1.73,1966-01-01,1,1966,January,32.4176,0.382
84,196601,OR,oregon,RUBELLA,22,1.12,1966-01-01,1,1966,January,32.4176,0.382
85,196601,PA,pennsylvania,HEPATITIS A,26,0.22,1966-01-01,1,1966,January,23.333,0.244
86,196601,PA,pennsylvania,MEASLES,177,1.52,1966-01-01,1,1966,January,23.333,0.244
87,196601,PA,pennsylvania,RUBELLA,1,0.01,1966-01-01,1,1966,January,23.333,0.244
88,196601,RI,rhode island,HEPATITIS A,6,0.67,1966-01-01,1,1966,January,27.1508,0.392
89,196601,RI,rhode island,MEASLES,6,0.67,1966-01-01,1,1966,January,27.1508,0.392
90,196601,RI,rhode island,RUBELLA,6,0.67,1966-01-01,1,1966,January,27.1508,0.392
91,196601,SC,south carolina,HEPATITIS A,4,0.16,1966-01-01,1,1966,January,40.982,0.206
92,196601,SC,south carolina,MEASLES,28,1.11,1966-01-01,1,1966,January,40.982,0.206
93,196601,SC,south carolina,RUBELLA,4,0.16,1966-01-01,1,1966,January,40.982,0.206
94,196601,TN,tennessee,HEPATITIS A,93,2.43,1966-01-01,1,1966,January,32.0378,0.27
95,196601,TN,tennessee,MEASLES,351,9.18,1966-01-01,1,1966,January,32.0378,0.27
96,196601,TN,tennessee,RUBELLA,23,0.6,1966-01-01,1,1966,January,32.0378,0.27
97,196601,TX,texas,HEPATITIS A,62,0.59,1966-01-01,1,1966,January,40.9262,0.183
98,196601,TX,texas,MEASLES,236,2.25,1966-01-01,1,1966,January,40.9262,0.183
99,196601,UT,utah,HEPATITIS A,1,0.1,1966-01-01,1,1966,January,24.1556,0.223
100,196601,UT,utah,MEASLES,4,0.4,1966-01-01,1,1966,January,24.1556,0.223
101,196601,VA,virginia,HEPATITIS A,11,0.25,1966-01-01,1,1966,January,30.8084,0.252
102,196601,VA,virginia,MEASLES,10,0.22,1966-01-01,1,1966,January,30.8084,0.252
103,196601,VA,virginia,RUBELLA,3,0.07,1966-01-01,1,1966,January,30.8084,0.252
104,196601,WA,washington,HEPATITIS A,5,0.16,1966-01-01,1,1966,January,30.0056,0.306
105,196601,WA,washington,MEASLES,76,2.49,1966-01-01,1,1966,January,30.0056,0.306
106,196601,WA,washington,RUBELLA,70,2.29,1966-01-01,1,1966,January,30.0056,0.306
107,196601,WI,wisconsin,HEPATITIS A,15,0.35,1966-01-01,1,1966,January,7.3832,0.271
108,196601,WI,wisconsin,MEASLES,777,18.18,1966-01-01,1,1966,January,7.3832,0.271
109,196601,WI,wisconsin,RUBELLA,40,0.94,1966-01-01,1,1966,January,7.3832,0.271
110,196601,WV,west virginia,HEPATITIS A,1,0.06,1966-01-01,1,1966,January,25.808,0.29
111,196601,WV,west virginia,MEASLES,309,17.41,1966-01-01,1,1966,January,25.808,0.29
112,196601,WV,west virginia,RUBELLA,23,1.3,1966-01-01,1,1966,January,25.808,0.29
113,196601,WY,wyoming,HEPATITIS A,1,0.31,1966-01-01,1,1966,January,18.2966,0.418
114,196601,WY,wyoming,MEASLES,6,1.86,1966-01-01,1,1966,January,18.2966,0.418
115,196601,WY,wyoming,RUBELLA,1,0.31,1966-01-01,1,1966,January,18.2966,0.418
116,196602,AK,alaska,HEPATITIS A,6,2.21,1966-01-08,1,1966,January,48.4358,0.301
117,196602,AL,alabama,HEPATITIS A,3,0.09,1966-01-08,1,1966,January,78.0404,0.238
118,196602,AL,alabama,MEASLES,9,0.26,1966-01-08,1,1966,January,78.0404,0.238
119,196602,AL,alabama,RUBELLA,1,0.03,1966-01-08,1,1966,January,78.0404,0.238
120,196602,AR,arkansas,HEPATITIS A,6,0.32,1966-01-08,1,1966,January,76.0298,0.274
121,196602,AR,arkansas,MEASLES,16,0.84,1966-01-08,1,1966,January,76.0298,0.274
122,196602,AZ,arizona,HEPATITIS A,25,1.55,1966-01-08,1,1966,January,79.43,0.296
123,196602,AZ,arizona,MEASLES,77,4.77,1966-01-08,1,1966,January,79.43,0.296
124,196602,AZ,arizona,RUBELLA,53,3.28,1966-01-08,1,1966,January,79.43,0.296
125,196602,CA,california,HEPATITIS A,122,0.65,1966-01-08,1,1966,January,75.6536,0.438
126,196602,CA,california,MEASLES,156,0.83,1966-01-08,1,1966,January,75.6536,0.438
127,196602,CA,california,RUBELLA,43,0.23,1966-01-08,1,1966,January,75.6536,0.438
128,196602,CO,colorado,HEPATITIS A,3,0.15,1966-01-08,1,1966,January,64.5656,0.279
129,196602,CO,colorado,MEASLES,22,1.1,1966-01-08,1,1966,January,64.5656,0.279
130,196602,CO,colorado,RUBELLA,2,0.1,1966-01-08,1,1966,January,64.5656,0.279
131,196602,CT,connecticut,HEPATITIS A,8,0.28,1966-01-08,1,1966,January,69.8,0.202
132,196602,CT,connecticut,MEASLES,10,0.34,1966-01-08,1,1966,January,69.8,0.202
133,196602,CT,connecticut,RUBELLA,30,1.03,1966-01-08,1,1966,January,69.8,0.202
134,196602,DE,delaware,HEPATITIS A,3,0.58,1966-01-08,1,1966,January,74.7212,0.272
135,196602,DE,delaware,MEASLES,10,1.94,1966-01-08,1,1966,January,74.7212,0.272
136,196602,FL,florida,HEPATITIS A,11,0.18,1966-01-08,1,1966,January,81.2642,0.216
137,196602,FL,florida,MEASLES,35,0.57,1966-01-08,1,1966,January,81.2642,0.216
138,196602,HI,hawaii,HEPATITIS A,1,0.14,1966-01-08,1,1966,January,75.4286,0.252
139,196602,HI,hawaii,MEASLES,5,0.7,1966-01-08,1,1966,January,75.4286,0.252
140,196602,HI,hawaii,RUBELLA,4,0.56,1966-01-08,1,1966,January,75.4286,0.252
141,196602,IA,iowa,HEPATITIS A,5,0.18,1966-01-08,1,1966,January,69.2852,0.332
142,196602,IA,iowa,MEASLES,44,1.59,1966-01-08,1,1966,January,69.2852,0.332
143,196602,IA,iowa,RUBELLA,34,1.23,1966-01-08,1,1966,January,69.2852,0.332
144,196602,ID,idaho,HEPATITIS A,2,0.29,1966-01-08,1,1966,January,63.5396,0.31
145,196602,ID,idaho,MEASLES,99,14.37,1966-01-08,1,1966,January,63.5396,0.31
146,196602,ID,idaho,RUBELLA,3,0.44,1966-01-08,1,1966,January,63.5396,0.31
147,196602,IL,illinois,HEPATITIS A,28,0.26,1966-01-08,1,1966,January,71.5856,0.341
148,196602,IL,illinois,MEASLES,853,7.87,1966-01-08,1,1966,January,71.5856,0.341
149,196602,IL,illinois,RUBELLA,81,0.75,1966-01-08,1,1966,January,71.5856,0.341
150,196602,IN,indiana,HEPATITIS A,8,0.16,1966-01-08,1,1966,January,71.4938,0.273
151,196602,IN,indiana,MEASLES,172,3.44,1966-01-08,1,1966,January,71.4938,0.273
152,196602,IN,indiana,RUBELLA,57,1.14,1966-01-08,1,1966,January,71.4938,0.273
153,196602,KS,kansas,HEPATITIS A,4,0.18,1966-01-08,1,1966,January,73.868,0.301
154,196602,KY,kentucky,HEPATITIS A,23,0.73,1966-01-08,1,1966,January,73.5224,0.262
155,196602,KY,kentucky,MEASLES,214,6.8,1966-01-08,1,1966,January,73.5224,0.262
156,196602,KY,kentucky,RUBELLA,17,0.54,1966-01-08,1,1966,January,73.5224,0.262
157,196602,LA,louisiana,HEPATITIS A,8,0.23,1966-01-08,1,1966,January,79.943,0.207
158,196602,LA,louisiana,MEASLES,9,0.25,1966-01-08,1,1966,January,79.943,0.207
159,196602,MA,massachusetts,HEPATITIS A,10,0.18,1966-01-08,1,1966,January,67.8704,0.254
160,196602,MA,massachusetts,MEASLES,22,0.4,1966-01-08,1,1966,January,67.8704,0.254
161,196602,MA,massachusetts,RUBELLA,20,0.36,1966-01-08,1,1966,January,67.8704,0.254
162,196602,MD,maryland,HEPATITIS A,10,0.27,1966-01-08,1,1966,January,74.912,0.235
163,196602,MD,maryland,MEASLES,68,1.84,1966-01-08,1,1966,January,74.912,0.235
164,196602,MD,maryland,RUBELLA,5,0.14,1966-01-08,1,1966,January,74.912,0.235
165,196602,ME,maine,HEPATITIS A,17,1.7,1966-01-08,1,1966,January,63.4478,0.246
166,196602,ME,maine,MEASLES,9,0.9,1966-01-08,1,1966,January,63.4478,0.246
167,196602,ME,maine,RUBELLA,8,0.8,1966-01-08,1,1966,January,63.4478,0.246
168,196602,MI,michigan,HEPATITIS A,47,0.55,1966-01-08,1,1966,January,65.768,0.247
169,196602,MI,michigan,MEASLES,292,3.43,1966-01-08,1,1966,January,65.768,0.247
170,196602,MI,michigan,RUBELLA,53,0.62,1966-01-08,1,1966,January,65.768,0.247
171,196602,MN,minnesota,HEPATITIS A,3,0.08,1966-01-08,1,1966,January,65.021,0.272
172,196602,MN,minnesota,MEASLES,1,0.03,1966-01-08,1,1966,January,65.021,0.272
173,196602,MN,minnesota,RUBELLA,7,0.19,1966-01-08,1,1966,January,65.021,0.272
174,196602,MO,missouri,HEPATITIS A,5,0.11,1966-01-08,1,1966,January,72.8474,0.327
175,196602,MO,missouri,MEASLES,5,0.11,1966-01-08,1,1966,January,72.8474,0.327
176,196602,MO,missouri,RUBELLA,2,0.04,1966-01-08,1,1966,January,72.8474,0.327
177,196602,MS,mississippi,HEPATITIS A,9,0.4,1966-01-08,1,1966,January,78.575,0.256
178,196602,MS,mississippi,MEASLES,12,0.53,1966-01-08,1,1966,January,78.575,0.256
179,196602,NC,north carolina,HEPATITIS A,14,0.29,1966-01-08,1,1966,January,75.5204,0.202
180,196602,NC,north carolina,MEASLES,3,0.06,1966-01-08,1,1966,January,75.5204,0.202
181,196602,ND,north dakota,HEPATITIS A,1,0.15,1966-01-08,1,1966,January,64.8068,0.205
182,196602,ND,north dakota,MEASLES,41,6.34,1966-01-08,1,1966,January,64.8068,0.205
183,196602,ND,north dakota,RUBELLA,7,1.08,1966-01-08,1,1966,January,64.8068,0.205
184,196602,NH,new hampshire,HEPATITIS A,1,0.15,1966-01-08,1,1966,January,65.2676,0.235
185,196602,NH,new hampshire,MEASLES,2,0.29,1966-01-08,1,1966,January,65.2676,0.235
186,196602,NJ,new jersey,HEPATITIS A,25,0.36,1966-01-08,1,1966,January,73.2164,0.253
187,196602,NJ,new jersey,MEASLES,51,0.74,1966-01-08,1,1966,January,73.2164,0.253
188,196602,NM,new mexico,HEPATITIS A,15,1.49,1966-01-08,1,1966,January,70.6928,0.327
189,196602,NV,nevada,HEPATITIS A,4,0.9,1966-01-08,1,1966,January,72.2156,0.353
190,196602,NY,new york,HEPATITIS A,74,0.41,1966-01-08,1,1966,January,67.9802,0.236
191,196602,NY,new york,MEASLES,524,2.94,1966-01-08,1,1966,January,67.9802,0.236
192,196602,NY,new york,RUBELLA,167,0.94,1966-01-08,1,1966,January,67.9802,0.236
193,196602,OH,ohio,HEPATITIS A,25,0.24,1966-01-08,1,1966,January,70.6874,0.251
194,196602,OH,ohio,MEASLES,93,0.9,1966-01-08,1,1966,January,70.6874,0.251
195,196602,OR,oregon,HEPATITIS A,19,0.96,1966-01-08,1,1966,January,64.4126,0.288
196,196602,OR,oregon,MEASLES,31,1.57,1966-01-08,1,1966,January,64.4126,0.288
197,196602,OR,oregon,RUBELLA,33,1.68,1966-01-08,1,1966,January,64.4126,0.288
198,196602,PA,pennsylvania,HEPATITIS A,38,0.33,1966-01-08,1,1966,January,70.16,0.23
199,196602,PA,pennsylvania,MEASLES,200,1.71,1966-01-08,1,1966,January,70.16,0.23
200,196602,SC,south carolina,HEPATITIS A,2,0.08,1966-01-08,1,1966,January,78.1772,0.276
201,196602,SC,south carolina,MEASLES,44,1.75,1966-01-08,1,1966,January,78.1772,0.276
202,196602,TN,tennessee,HEPATITIS A,32,0.84,1966-01-08,1,1966,January,74.3918,0.256
203,196602,TN,tennessee,MEASLES,336,8.79,1966-01-08,1,1966,January,74.3918,0.256
204,196602,TN,tennessee,RUBELLA,40,1.05,1966-01-08,1,1966,January,74.3918,0.256
205,196602,TX,texas,HEPATITIS A,40,0.38,1966-01-08,1,1966,January,79.7504,0.253
206,196602,TX,texas,MEASLES,227,2.16,1966-01-08,1,1966,January,79.7504,0.253
207,196602,UT,utah,HEPATITIS A,4,0.4,1966-01-08,1,1966,January,69.935,0.309
208,196602,UT,utah,MEASLES,3,0.3,1966-01-08,1,1966,January,69.935,0.309
209,196602,UT,utah,RUBELLA,2,0.2,1966-01-08,1,1966,January,69.935,0.309
210,196602,VA,virginia,HEPATITIS A,12,0.27,1966-01-08,1,1966,January,73.6754,0.202
211,196602,VA,virginia,MEASLES,10,0.22,1966-01-08,1,1966,January,73.6754,0.202
212,196602,VA,virginia,RUBELLA,5,0.11,1966-01-08,1,1966,January,73.6754,0.202
213,196602,WA,washington,HEPATITIS A,9,0.29,1966-01-08,1,1966,January,63.086,0.157
214,196602,WA,washington,MEASLES,56,1.83,1966-01-08,1,1966,January,63.086,0.157
215,196602,WA,washington,RUBELLA,88,2.88,1966-01-08,1,1966,January,63.086,0.157
216,196602,WI,wisconsin,HEPATITIS A,9,0.21,1966-01-08,1,1966,January,65.5052,0.292
217,196602,WI,wisconsin,MEASLES,1425,33.34,1966-01-08,1,1966,January,65.5052,0.292
218,196602,WI,wisconsin,RUBELLA,122,2.85,1966-01-08,1,1966,January,65.5052,0.292
219,196602,WV,west virginia,HEPATITIS A,4,0.23,1966-01-08,1,1966,January,70.6928,0.238
220,196602,WV,west virginia,MEASLES,250,14.08,1966-01-08,1,1966,January,70.6928,0.238
221,196602,WV,west virginia,RUBELLA,8,0.45,1966-01-08,1,1966,January,70.6928,0.238
222,196701,AK,alaska,HEPATITIS A,1,0.36,1967-01-07,1,1967,January,52.4642,0.506
223,196701,AK,alaska,MEASLES,18,6.47,1967-01-07,1,1967,January,52.4642,0.506
224,196702,AK,alaska,MEASLES,13,4.68,1967-01-07,1,1967,January,52.4642,0.506
225,196702,AK,alaska,RUBELLA,5,1.8,1967-01-07,1,1967,January,52.4642,0.506
226,196701,AL,alabama,HEPATITIS A,10,0.29,1967-01-07,1,1967,January,76.6436,0.393
227,196702,AL,alabama,HEPATITIS A,3,0.09,1967-01-07,1,1967,January,76.6436,0.393
228,196701,AL,alabama,MEASLES,30,0.87,1967-01-07,1,1967,January,76.6436,0.393
229,196702,AL,alabama,MEASLES,4,0.12,1967-01-07,1,1967,January,76.6436,0.393
230,196701,AR,arkansas,HEPATITIS A,2,0.11,1967-01-07,1,1967,January,76.4384,0.49
231,196702,AR,arkansas,HEPATITIS A,5,0.26,1967-01-07,1,1967,January,76.4384,0.49
232,196701,AR,arkansas,MEASLES,5,0.26,1967-01-07,1,1967,January,76.4384,0.49
233,196702,AR,arkansas,MEASLES,61,3.21,1967-01-07,1,1967,January,76.4384,0.49
234,196701,AR,arkansas,RUBELLA,3,0.16,1967-01-07,1,1967,January,76.4384,0.49
235,196702,AR,arkansas,RUBELLA,1,0.05,1967-01-07,1,1967,January,76.4384,0.49
236,196701,AZ,arizona,HEPATITIS A,7,0.43,1967-01-07,1,1967,January,80.7746,0.51
237,196702,AZ,arizona,HEPATITIS A,16,0.97,1967-01-07,1,1967,January,80.7746,0.51
238,196701,AZ,arizona,MEASLES,22,1.34,1967-01-07,1,1967,January,80.7746,0.51
239,196702,AZ,arizona,MEASLES,21,1.28,1967-01-07,1,1967,January,80.7746,0.51
240,196701,AZ,arizona,RUBELLA,6,0.36,1967-01-07,1,1967,January,80.7746,0.51
241,196702,AZ,arizona,RUBELLA,14,0.85,1967-01-07,1,1967,January,80.7746,0.51
242,196701,CA,california,HEPATITIS A,106,0.55,1967-01-07,1,1967,January,76.6058,0.59
243,196702,CA,california,HEPATITIS A,116,0.6,1967-01-07,1,1967,January,76.6058,0.59
244,196701,CA,california,MEASLES,43,0.22,1967-01-07,1,1967,January,76.6058,0.59
245,196702,CA,california,MEASLES,69,0.36,1967-01-07,1,1967,January,76.6058,0.59
246,196701,CA,california,RUBELLA,25,0.13,1967-01-07,1,1967,January,76.6058,0.59
247,196702,CA,california,RUBELLA,56,0.29,1967-01-07,1,1967,January,76.6058,0.59
248,196701,CT,connecticut,HEPATITIS A,6,0.2,1967-01-07,1,1967,January,70.9916,0.477
249,196702,CT,connecticut,HEPATITIS A,13,0.44,1967-01-07,1,1967,January,70.9916,0.477
250,196702,CT,connecticut,MEASLES,1,0.03,1967-01-07,1,1967,January,70.9916,0.477
251,196701,CT,connecticut,RUBELLA,23,0.78,1967-01-07,1,1967,January,70.9916,0.477
252,196702,CT,connecticut,RUBELLA,32,1.09,1967-01-07,1,1967,January,70.9916,0.477
253,196701,DC,district of columbia,HEPATITIS A,1,0.13,1967-01-07,1,1967,January,74.4116,0.411
254,196702,DC,district of columbia,HEPATITIS A,1,0.13,1967-01-07,1,1967,January,74.4116,0.411
255,196702,DC,district of columbia,MEASLES,4,0.51,1967-01-07,1,1967,January,74.4116,0.411
256,196701,FL,florida,HEPATITIS A,2,0.03,1967-01-07,1,1967,January,80.4452,0.413
257,196702,FL,florida,HEPATITIS A,5,0.08,1967-01-07,1,1967,January,80.4452,0.413
258,196701,FL,florida,MEASLES,38,0.61,1967-01-07,1,1967,January,80.4452,0.413
259,196702,FL,florida,MEASLES,70,1.12,1967-01-07,1,1967,January,80.4452,0.413
260,196701,FL,florida,RUBELLA,16,0.26,1967-01-07,1,1967,January,80.4452,0.413
261,196702,FL,florida,RUBELLA,10,0.16,1967-01-07,1,1967,January,80.4452,0.413
262,196701,GA,georgia,HEPATITIS A,23,0.52,1967-01-07,1,1967,January,76.9928,0.41
263,196702,GA,georgia,HEPATITIS A,14,0.32,1967-01-07,1,1967,January,76.9928,0.41
264,196701,IA,iowa,HEPATITIS A,5,0.18,1967-01-07,1,1967,January,71.3552,0.433
265,196702,IA,iowa,HEPATITIS A,10,0.36,1967-01-07,1,1967,January,71.3552,0.433
266,196701,IA,iowa,MEASLES,3,0.11,1967-01-07,1,1967,January,71.3552,0.433
267,196702,IA,iowa,MEASLES,11,0.39,1967-01-07,1,1967,January,71.3552,0.433
268,196701,IA,iowa,RUBELLA,8,0.29,1967-01-07,1,1967,January,71.3552,0.433
269,196702,IA,iowa,RUBELLA,6,0.21,1967-01-07,1,1967,January,71.3552,0.433
270,196701,IL,illinois,HEPATITIS A,6,0.05,1967-01-07,1,1967,January,72.3704,0.397
271,196702,IL,illinois,HEPATITIS A,16,0.15,1967-01-07,1,1967,January,72.3704,0.397
272,196701,IL,illinois,MEASLES,6,0.05,1967-01-07,1,1967,January,72.3704,0.397
273,196702,IL,illinois,MEASLES,12,0.11,1967-01-07,1,1967,January,72.3704,0.397
274,196701,IL,illinois,RUBELLA,10,0.09,1967-01-07,1,1967,January,72.3704,0.397
275,196702,IL,illinois,RUBELLA,11,0.1,1967-01-07,1,1967,January,72.3704,0.397
276,196701,KY,kentucky,HEPATITIS A,22,0.69,1967-01-07,1,1967,January,72.8114,0.442
277,196702,KY,kentucky,HEPATITIS A,39,1.23,1967-01-07,1,1967,January,72.8114,0.442
278,196701,KY,kentucky,MEASLES,25,0.79,1967-01-07,1,1967,January,72.8114,0.442
279,196702,KY,kentucky,MEASLES,8,0.25,1967-01-07,1,1967,January,72.8114,0.442
280,196701,KY,kentucky,RUBELLA,10,0.32,1967-01-07,1,1967,January,72.8114,0.442
281,196702,KY,kentucky,RUBELLA,5,0.16,1967-01-07,1,1967,January,72.8114,0.442
282,196701,MA,massachusetts,HEPATITIS A,16,0.29,1967-01-07,1,1967,January,70.0664,0.351
283,196702,MA,massachusetts,HEPATITIS A,16,0.29,1967-01-07,1,1967,January,70.0664,0.351
284,196701,MA,massachusetts,MEASLES,5,0.09,1967-01-07,1,1967,January,70.0664,0.351
